Plarity,Text
Neu,پرانے نظریاتی اتحاد الٹ گئے ہیں اور یہ پاکستان اور دفاعی اداروں کے لئے ایک نئی صورت ِ حال ہے۔
Neu,ڈرون: مستقبل کے لیے تحفظ یا خطرہ۔
P, جدید سے جدید تر روبوٹس کی تیاریاں جاری ہیں لیکن سائنسدان یہ کیوں کہہ رہے ہیں کہ ’ہمیں معاشرے کے لیے فائدہ مند ہونے کی اخلاقی، تعمیری اور مثبت ذمے داری قبول کرنا ہو گی۔‘
P,جہاں تک جدید تر روبوٹس کی تیاری کا تعلق ہے تو اس شعبے میں اب تک فطرت ہی انسان کی رہنمائی اور حوصلہ افزائی کر رہی ہے۔
P, ان میں وہ روبوٹ بھی شامل ہیں جنھیں ماحولیات کی بہتری، خطروں سے نمٹنے، نشانہ بننے والوں کی تلاش اور مدد اور سب سے بڑھ کر فوجی مقاصد کے لیے بھی استعمال کیا جائے گا۔
Neu,بی بی سی کی سائنس رپورٹر وکٹوریہ گل کی رپورٹ کے مطابق بایو انسپریشن و بایو میمیٹکس نامی جرنل میں ان مختلف تحقیقاتی ٹیموں سے تعلق رکھنے والوں نے اپنے تجربات کے بارے میں بتایا ہے۔
P,ان میں ایسے روبوٹس بھی شامل ہیں جو شکاری پرندوں کی طرح اپنے ہدف کو مضبوطی سے پکڑ اور اٹھا سکتا ہے ۔
Neu,وہ روبوٹس بھی جو کسی جھنڈ کر طرح ایک ساتھ پرواز کر سکتے ہیں۔
P, سائنسدانوں اور روبوٹ بنانے والوں کو ایسے روبوٹ بنانے کی تحریک اور حوصلہ افزائی جن پرندوں سے ملی ان میں چمگادڑ، کیڑے اور اڑنے والے سانپ بھی شامل ہیں۔
P,کیلیفورنیا کی سٹینفورڈ یونیورسٹی میں فضائی روبوٹکس کے ماہر پروفیسر ڈیوڈ لینٹک کا کہنا ہے کہ جانوروں اور پرندوں سے ملنے والی تحریک ڈرون ٹیکنالوجی کو آگے بڑھانے میں مدد دے رہی ہے۔
P,ان کا کہنا ہے کہ ارتقا نے ان بہت سارے مسائل کو حل کر دیا ہے جو ڈرون انجینیئرنگ کے لیے چیلنجوں کی شکل اختیار کر گئے تھے۔
N,پروفیسر لینٹک کہتے ہیں کہ کمزور ترین کبوتر بھی ایسی دشوار شہری فضا میں باآسانی ادھر سے ادھر پرواز کرتے ہیں جہاں ڈرون اب تک پرواز کرنے کے قابل نہیں ہو سکے۔
P,جریدے میں شائع ہونے والی بعض تحقیقات ایسی ہیں جو بہت سیدھے انداز میں بتاتی ہیں کہ ان چیلنجوں پر کیسے قابو پانے کی کوششیں کی جا سکتی ہیں۔
Neu, انہی تفصیلات میں یہ بھی شامل ہے کہ تیز ہواؤں، آندھیوں اور دوسرے ناموافق حالات میں پرندے، کیڑے مکوڑے اور جانور کیا کرتے ہیں۔ 
P,ان تفصیلات سے مستقبل کے ڈرونز کے نمونے یا ڈیزائن بنانے میں مدد لی جائے گی۔
P,پروفیسر لینٹک جسے کیڑوں میں ’پرواز کی حیرت انگیز صلاحیت‘ قرار دیتے ہیں، اُسی کو یونیورسٹی آف میری لینڈ کی کے محققین کی ایک ٹیم محسوس کرنے والے وہ حساس آلے یا سینسر بنانے کے لیے استعمال کر رہی ہے۔ 
Neu,اس کے لیے کیڑوں کی آنکھوں کو سینسر تصور کیا گیا ہے۔
Neu,یہ ’آنکھیں‘ اب وہ کیمرے ہیں جو ڈرون میں لگے کمپیوٹروں سے منسلک ہیں ۔
P,اردگرد کی ہر شے یا رکاوٹ کو محسوس کرتے ہیں اور ان سے دور ہونے یا بچنے کے نظام کو چلاتے ہیں۔
P,پنسلوینیا یونیورسٹی سے تعلق رکھنے والی محققین کی ایک ٹیم نے ڈرون میں لگائے جانے والے ایسے بازو اور پنجے بنائے ہیں جن کی مدد سے ڈرون شکاری پرندوں کی طرح تیزی سے چیزوں کو پکڑنے اور اٹھا لے جانے کے قابل ہو جائیں گے۔
P, شمالی کیرولائنا کی یونیورسٹی کے محققین نے پرندوں، کیڑوں اور چمگادڑوں کی پروازوں کے رازوں کو کھولنے پر توجہ دی ہے۔
P,انھوں نے خاص طور یہ سمجھنے کی کوشش کی ہے کہ چھوٹے چھوٹے کیڑوں کے پر بھی بگولوں اور ناموافق ہوا میں اڑنے کا کام کیسے کرتے رہتے ہیں۔
P,براؤن یونیورسٹی کے پروفیسر کینی بریور کی قیادت میں ایک ٹیم نے پرواز کے لیے چمگادڑوں کے پروں کی لمبائی اور لچک کو ڈرون میں استعمال کرنے کا تجربہ کیا ہے۔
P,اس میں ان کی توجہ کا مرکز چمگادڑ کے پروں اور بازوؤں میں موجود وہ جھلی ہے جو انتہائی پتلی سی ہوتی ہے اور اس میں اسی وجہ سے انتہائی لچک اور مزاحمت پیدا ہو جاتی ہے۔
Neu,امپیریل کالج لندن میں فضائی روبوٹکس لیبارٹری کے ڈائریکٹر ڈاکٹر میرکو کوواچ کی ٹیم فی الحال روبوٹس کے ’موبائل سینسر نیٹ ورک‘ یا چلتے پھرتے معلومات جمع کرنے والے آلات پر کام کر رہی ہے۔
P,ان میں زیادہ توجہ اس بات پر دی جا رہی ہے کہ ڈرون درختوں اور چھوٹی چھوٹی جگہوں پر کیسے پرندوں کی طرح بسیرا یا قیام کر سکتے ہیں۔
P,انہوں نے بی بی سی کو بتایا کہ وہ اس شعبے میں ہونے والی پیش رفت پر انتہائی خوش ہیں۔
P,اس کے ذریعے ہم ایسے روبوٹ بنا سکیں گے جو ماحولیاتی اور سونامی جیسی آفتوں کے بارے میں معلومات دے سکیں گے۔
P,ایسی آفتوں میں لوگوں کی تلاش اور بچاؤ کا کام کر سکیں گے۔
Neu,انھوں نے بتایا کہ ڈرون کا تجارتی استعمال پہلے ہی شروع ہو چکا ہے۔
P,مثال کے طور پر برطانیہ میں سول ایوی ایشن اتھارٹی (سی اے اے) نے گذشتہ سال تجارتی اداروں کو تقریباً 50 لائسنس یا ڈرون آپریٹنگ اجازت نامہ جاری کیے ہیں۔
P,ان اجازت ناموں کے تحت روبوٹس کی اکثریت فضائی فوٹو گرافی کےلیے استعمال کی جا رہی ہے۔
P,تاہم ابھی ان ڈرونز کو استعمال کرنے والوں پر پابندی ہے کہ ان کے ڈرون ان کی نظروں سے اوجھل نہ ہوں۔
N,سی اے اے کے ایک ترجمان نے بی بی سی نیوز کو بتایا کہ یہ پابندی اس لیے ہے کہ ابھی ڈرونز میں یہ صلاحیت نہیں ہے کہ وہ رکاوٹوں کو از خود محسوس کر کے اپنا رخ تبدیل کر سکیں۔
P,ڈاکٹر کوواچ کا کہنا ہے کہ یہ سینسری صلاحیت حاصل ہو جائے تو روبوٹ فضائی تصاویر اور ویڈیوز بنانے کے لیے انتہائی اہم کام کر سکیں گے۔
P,ان کا کہنا ہے کہ اس صلاحیت کا حصول انسانیت کے لیے انتہائی مفید اور اہم ہو گا۔
P, اس کے ساتھ ہی وہ کہتے ہیں ’ہمیں معاشرے کے لیے فائدہ مند ہونے اور روبوٹ کے اخلاقی، تعمیری اور مثبت استعمال کی ذمے داری بھی قبول کرنا ہو گی‘۔
N,’ڈیجیٹل ٹیکنالوجی کے طلبہ پر منفی اثرات پڑ رہے ہیں‘۔
P,شمالی آئرلینڈ میں اساتذہ کی ایک یونین نے سکولوں میں بچوں کی قابلیت پر جدید ٹیکنالوجی کے اثرات کے سلسلے میں فوری اقدامات کا مطالبہ کیا ہے۔
N,ایسوسی ایشن آف ٹیچر اینڈ لیکچررز نے سکول کے اوقات کے علاوہ بچوں کے کمپیوٹروں اور دیگر ڈیجیٹل آلات پر گزارے گئے وقت کی طوالت پر خدشات ظاہر کیے ہیں۔
N,تنظیم کا کہنا ہے کہ کچھ بچے نہ تو تعلیم پر توجہ دے پاتے ہیں اور نہ ہی سماجی طور پر گھلتے ملتے ہیں۔
N,ڈیجیٹل ٹیکنالوجی کے اثرات جمعرات کو بیلفاسٹ میں یونین کی سالانہ علاقائی کانفرنس کا مرکزی نکتہ بھی اور اس کی وجہ ان کی زیادہ تر وقت سوشل میڈیا اور ڈیجیٹل کھیلوں میں دلچسپی ہے۔‘
N,ایسوسی ایشن آف ٹیچر اینڈ لیکچررز (اے ٹی ایل) کے مارک لینگامر کا کہنا ہے: ’ہمیں ایسے بچوں کے بارے میں اطلاعات مل رہی ہیں جو سکول میں آ کر پڑھائی پر توجہ مرکوز کرنے اور باقاعدگی سے ملنے جلنے میں ناکام اور اس کی وجہ ان کی زیادہ تر وقت سوشل میڈیا اور ڈیجیٹل کھیلوں میں دلچسپی ہے۔‘
P,ان کا کہنا تھا کہ ’ہم چاہتے ہیں کہ محکمۂ تعلیم والدین کے لیے ہدایات جاری کرے کہ ان کے کمسن بچے ان ڈیجیٹل آلات پر زیادہ سے زیادہ کتنا وقت گزار سکتے ہیں اور کس طرح ڈیجیٹل ٹیکنالوجی کو محفوظ طریقے اور سمجھداری سے استعمال کر سکتے ہیں۔
P,مارک لینگامر نے کہا کہ اے ٹی ایل اس سلسلے میں وزیرِ تعلیم سے جلد ہی ملاقات کی درخواست دے گی اور اس ملاقات میں ان پر فوری اقدامات کے لیے زور دیا جائے گا۔
N,ان کا یہ بھی کہنا تھا کہ ’ہم ڈیجیٹل ٹیکنالوجی سے بچوں کو حاصل ہونے بڑے فوائد کی قدر کرتے ہیں لیکن اس کے ممکنہ خطرات کے بارے میں آگہی کی کمی ہے اور ہمارے خیال میں محکمۂ تعلیم کو والدین کو اس بارے میں آگاہ کرنے کے لیے اقدامات کی ضرورت ہے۔‘
Neu,پرائمری سکول کی استاد ایما کوئن کے مطابق سکرین کے سامنے گزارے گئے وقت کے اثرات سکول میں بچوں پر واضح طور پر دیکھے جا سکتے ہیں۔
N,ان کا کہنا ہے کہ ’کئی طالبعلم تعلیم میں یکسر دلچسپی نہیں لیتے اور یہ آلات ان کی سمجھنے کی صلاحیت کو بری طرح تباہ کر رہے ہیں۔‘
N,ایما نے یہ بھی بتایا کہ ان کی جماعت کے سات سے نو سال بچوں میں سے کم از کم نصف ایسے ڈیجیٹل گیمز کھیلتے ہیں جو نوجوانوں یا بالغوں کے لیے بنائے جاتے ہیں۔
N,بچوں کے ڈراؤنے خواب دماغی امراض کا باعث؟
N,برطانیہ میں محققین نے خبردار کیا ہے کہ بچپن میں باقاعدگی سے ڈراؤنے خواب آنا بعد کی زندگی میں ذہنی بیماریوں کا باعث بن سکتے ہیں۔
N,جریدے سلیپ میں شائع اس تحقیق میں لکھا گیا ہے کہ اکثر بچوں کو ڈراؤنے خواب آتے ہیں مگر ان کا تسلسل آنے والی عمر میں سنجیدہ مسائل کا باعث بن سکتا ہے۔
N, نیند میں ڈراؤنے خواب دیکھنا، چیخیں مارنا اور اپنے جسم کے اعضا کو سوتے ہوئے مارنے سے بھی خطرہ بڑھ سکتا ہے۔
P,بچوں کی فلاح و بہبود کے لیے کام کرنے والے فلاحی ادارے ’ینگ مائنڈز‘ نے کہا ہے کہ یہ ایک اہم تحقیق ہے جس دماغی مرض کے ابتدائی عوامل کا پتا چلایا جا سکتا ہے۔
P,اس تحقیق کے لیے 6800 افراد کو 12 سال کی عمر تک زیرِ نگرانی رکھا گیا۔
Neu,اس سلسلے میں بچوں کے والدین کو باقاعدگی سے پوچھا گیا کہ ان کہ بچے کسی قسم کی سونے کے مرض یا مسائل سے دوچار تو نہیں ۔
Neu, اس تحقیق کے اختتام پر ان کے دماغی صحت کے تجزیے کیے گئے جیسا کہ ہذیانی کیفیت، دماغی ہیجان یا ان کی جانب سے ایسا سوچا جانا کہ ان کے افکار کو کنٹرول کیا جا رہا ہے۔
N,اس تحقیق کے نتیجے میں ظاہر کیا گیا ہے کہ اکثر بچوں کو ان کے بچپن کے کسی حصے میں ڈراؤنے خواب دکھائی دیتے ہیں مگر 37 فیصد بچوں کے معاملے میں انہیں کئی سال مسلسل ڈراؤنے خواب دکھائی دیتے رہے ہیں۔
N,دس میں سے ایک بچے کو رات کے وقت دہشت انگیز خیالات یا خواب دکھائی دیے جو کہ تین سے سات سال کی عمر کے درمیان کے عرصے میں تھے۔
N,یونیورسٹی آف وارِک کی تحقیق کرنے والی ٹیم نے کہا ہے کہ لمبے عرصے تک کے ڈراؤنے خوابوں کے حوالے سے مسائل بعد کی زندگی میں دماغی امراض کا باعث بن سکتے ہیں۔
N,ہر 1000 بچے میں سے 47 کو کسی نہ کسی قسم کے دماغی مسائل کا سامنا کرنا پڑا۔
N,محققین میں سے ایک پروفیسر ڈائٹر وولک نے بی بی سی کو بتایا کہ ’ڈراؤنے خواب اور رات کے وقت دہشت انگیز خیالات اور خواب عام ہیں مگر ان کا جاری رہنا ثابت کرتا ہے کچھ سنجیدہ مسائل ہیں۔‘
N,نیند اور دماغی امراض کے درمیان اب تک واضح نہیں ہے اور ایک نظریہ یہ ہے کہ تنگ کرنے یا ابتدائی زندگی میں صدماتی تجربات کے نتیجے میں بھی یہ علامات سامنے آ سکتی ہیں۔
N,تاہم نیند کے مسائل کا علاج کرنے سے دماغی امراض سے بچاؤ ممکن نہیں ہو سکتا ہے۔
P,رات کے وقت دہشت ناک خواب یا خیالات کے دوران بچے کو تھوڑی دیر کے لیے جگانے سے اس سے بچنے میں مدد مل سکتی ہے۔
Neu,بے خوابی کا یادداشت پر اثر۔
N,دماغ کے سکین سے پتہ چلا ہے کہ بے خوابی کے شکار لوگوں کا ذہن ان لوگوں کے مقابلے مختلف ڈھنگ سے کام کرتا ہے جن کی نیند پوری ہوتی ہے۔
N,امریکہ کے سین ڈیاگو کی کیلیفورنیا یونیورسٹی میں کی جانے والی تحقیق میں پتہ چلا ہے جن لوگوں کو اچھی نیند نہیں آتی ان کے ذہن کو اپنی توجہ مرکوز کرنے کے لیے کافی جدوجہد کرنی پڑتی ہے۔
Neu,نیند کے متعلق یہ تازہ تحقیق ’سلیپ‘ یعنی نیند نامی جرنل میں شائع ہوئی ہے۔
N,بے خوابی کے شکار افراد کو رات میں سونے میں دقت پیش آتی ہے جس کا اثر دن میں ان کی کارکردگی پر پڑتا ہے۔
N,ان میں کسی چیز کے تئیں دیر سے رد عمل اور چیزوں کا بروقت یاد نہ آنا شامل ہے۔
Neu,اس تحقیق کے دوران ایسے 25 افراد کا جنہیں کم خوابی کی شکایت ہے کا مقابلہ ان 25 افراد سے کیا گیا جو خود کو اچھی نیند حاصل کرنے والوں میں شمار کرتے ہیں۔
Neu,ان کے دماغ کا ایم آر آئی سکین کیا گیا اور اسی دوران ان سے یادداشت کی جانچ کے لیے تیار کردہ کافی چیلنج بھرے امتحانات لیے گئے۔
N,نیند پر تحقیق کرنے والے محققوں میں سے ایک پروفیسر سین ڈرمنڈ نے کہا ’ہم نے یہ جانا کہ جو لوگ بے خوابی کا شکار تھے ان کے دماغ کا وہ حصہ ٹھیک سے حرکت نہیں کررہا تھا جو کہ عملی یادداشت کے لیے اہم ہوتے ہیں ۔
N,ان کے دماغ کا وہ حصہ بھی نہیں سویا تھا جس کا اس عمل سے بظاہر کوئی تعلق نہیں تھا۔‘
N,انھوں نے مزید کہا کہ ’اس تحقیق سے ہمیں یہ سمجھنے میں مدد ملے گی کہ بے خوابی کے شکار لوگوں کو صرف رات میں سونے میں تکلیف نہیں ہوتی بلکہ ان کے دماغ دن میں بھی اچھی طرح سے کام نہیں کرتے۔‘
N,برطانیہ میں نیند پرتحقیق کرنے والے ایک ریسرچر ڈاکٹر نیل سٹینلی کا کہنا ہے کہ ہرچند کہ دونوں گروپوں کی نیند کی کوالٹی بہت حد تک یکساں تھی تاہم ایک گروپ نے بے خوابی یا کم خوابی کی شکایت کی تھی۔
Neu,انھوں نے کہا: ’مرغی کیا ہے اور انڈا کیا ہے؟
N,کیا ان کے دماغ مختلف ہیں جس کی وجہ سے ان کو خراب نیند کی شکایت ہے۔‘
Neu,شاید وہ رات میں ہونے والی چیزوں کو دوسری طرح سے لیتے ہیں ۔
N,یہ بھی ہو سکتا ہے کہ جو چیز ان کی کارگزار یادداشت اور توجہ کو مرکوز کرنے کی صلاحیت کو متاثر کر رہی ہے وہی ان کی نیند کو بھی متاثر کر رہی ہو۔
Neu,ملالہ حقیقت یا ڈرامہ۔
Neu,شہرت کے دوام عروج پر پہنچنے والی ملالہ یوسفزئی نے امن کے لیے ایسا کیا کام کیا جو اسے نوبل انعام کے لیے نامزد کیا گیا۔
Neu,بین الاقوامی اداروں کی جانب سےکئی ایوارڈز دئیے گۓ۔
P,یہ ایسی گتھی ہے جسے سلجھانے کی کوشش کئی لوگوں نے اپنے مفروضے اور اندازوں کی مدد سے  کی مگر یہ ایک ایسی پہیلی ہے جس کا جواب ملالہ نے خود ہی اپنی کتاب میں دے دیا ہے ۔
N,پاکستان اور اسلام کے خلاف بولنے کے صلے میں بین الاقوامی سطح پر تو ملالہ کی شہرت میں تو اضافہ ہو رہا ہے مگر پاکستان کی سطح پر اس کی شہرت بتدریج گر رہی ہے۔
N,سوشل میڈیا پر جس طرح سے ملالہ پر تنقید ہو رہی ہے اس سے یہ لگ رہا ہے کہ پاکستانی عوام نے ملالہ اور اس کے والد ضیاء الدین کو ایک امریکن ایجنٹ کے طور پر دیکھنا شروع کر دیا ہے۔
Neu,ملالہ یوسفزئی کو شہرت ملنے کا آغاز بی بی سی کی ویب سائٹ پر گل مکئی کے نام سے ڈائری لکھنے کے بعد ہوا ۔
N,اس شہرت کو ہوا دینے میں ہمارے اور مغربی میڈیا نے بھرپور کردار ادا کیا مگر بعد میں مختلف ذریعے سے یہ بات سامنے آئی کہ گل مکئی نے نہیں بلکہ بی بی سی کے نمائندے عبد الحیئ کاکڑ نے لکھی۔
Neu,اس کے لئےملالہ اور اس کے والد سے اجازت لینے کے ساتھ ان کو  معاوضہ بھی ادا کیا گیا تھا ۔
Neu,ملالہ کی ڈائری کے ویب سائٹ پر شائع ہونے کے بعد یہ تاثر دینے کی کوشش کی گئی کے ملالہ کی ڈائری کے بعد سوات اور اس سے ملحقہ علاقے کی لڑکیوں نے اسکول اور کالج جانا شروع کیا۔
N,یہ تاثر بلکل غلط ہے کیونکہ اگر ایسا ہوتا تو سوات میں بچیوں کے اسکول اور کالج جانے کی شرح میں تھوڑا تو اضافہ ہوتا۔
Neu,سوات میں لڑکیوں کے تعلیم حاصل کرنے کی شرح جتنے پہلے تھی آج بھی کم و بیش اتنی ہی ہے ۔
N,ملالہ کو  شہرت کی بلندیوں پر پہنچانے میں اس گولی نے بڑا اہم کردار ادا کیا جو کہ اس کے سر پر لگی  اور گردن تک اتر گئی مگر کمال ہے کہ ملالہ کو صرف بولنے میں تھوڑی پرابلم ہوئی اور باقی سب خیر ہوگیا۔
N, ملالہ کو گولی لگی یا نہیں یہ الگ بحث ہے  مگر اس حملے کے بعد پاکستانی عوام کے دل میں ملالہ کے دل میں ہمدردی کے جذبات ضرور جاگے تھے مگر جس سے طرح سے امریکی صدر بارک اباما جنہوں نے سلالہ چیک پوسٹ پر حملے کے بعد معافی مانگنے سے یکسر انکار کر دیا تھا ، نے جس طرح سے ملالہ پر حملے کی مذمت کی  اور راتوں رات ملالہ کی انگلینڈ روانگی ہوئی اس نے لوگوں کے دل شکوک و شہبات کو جنم دیا۔ 
N,یہ بات بھی سامنے آئی کہ امریکہ کے لئے کام کرنے والوں اور امریکی مفادات کے لیے ملکی وقار اور عزت کا سودا کرنے والوں کی اہمیت امریکہ کی نظر میں پاکستان کی فوج سے زیادہ ہے ۔
N,اس حملے کے بعد لوگوں نے سوشل میڈیا پر ملالہ اور اس کے والد کو سخت تنقید کا نشانہ بنایا اور دونوں کو امریکی ایجنٹ قرار دیکر اس حملے کو ایک سوچی سمجھی سازش قرار دیا۔
N,ملالہ متنازع شخصیت کی تو شروع  مالک تھی مگر رہی سہی کسر ملالہ کی کتاب نے پوری کر دی ۔
N,کتاب پڑھ کر لگا کہ یہ پاکستان اور اسلام دشمن لوگوں کی آواز ہے ۔
N, جس طرح سے اس کتاب میں سلمان رشدی  کی حمایت ، پاک بھارت جنگ، احمدیوں کو غیر مسلم قرار دینے والے واقعہ ، ناموس رسالت کے قانون  اور ملالہ کے والد کی جانب سے پاکستان کے یوم آزادی کے دن سیاہ پٹیاں باندھنے کا ذکر کیا گیا ہے۔ 
N,اس سے یہ بات عیاں ہوگئ کہ یہ کتاب ایک سولہ سالہ بچی کی آواز نہیں بلکہ  یہ سب مغرب کی اسلام دشمن عناصر کی جانب سے کی جانے والی کوشش ہے  اور ملالہ اور اس کے والد  صرف ایک مہرے کی  طرح سے کام کر رہے ہیں ۔
N,اب اگر  بات کریں ملالہ کے آبائی شہر سوات کی، تو سوات کے لوگ بھی ملالہ سے ناخوش ہی نظر آتے ہیں ۔
N,اس بات کا اندازہ لگانے کے لیے وہ واقعہ ہی کافی ہے جب سوات میں موجود سیدہ گرلز کالج کا نام بدل کر ملالہ کے نام سے منسوب کیا گیا تو سوات کی تاریخ میں پہلی بار کالج کی طالبات  نے روڈ پر نکل کر بھرپور احتجاج کیا جس کے باعث مجبور ہو کر انتظامیہ کو نام واپس تبدیل کرنا پڑا ۔
N,اگر سوات کی عوام کے دل میں ملالہ کے لیے عزت و احترام ہوتا تو یہ واقعہ ہی نہیں ہوتا ۔
N, ملالہ کی نوبل انعام کے لئے  نامزدگی ،  اقوام متحدہ میں خطاب اور  مختلف فورم  پر ایوارڈ کے ملنے میں مغرب کی حمایت ، پاکستان  اور اسلام دشمن زبان کے علاوہ بظاہر تو اور کوئی خاص بات نظر نہیں آتی ۔
N,جس طرح سے ہمارے میڈیا نے اسے بھرپور کوریج دی اس نے میڈیا کی مغرب نظری کو بھی ہمیشہ کی طرح واضح کیا۔
Neu,میڈیا نے تو یہ بات ثابت کرنے کی ہر ممکن کوشش کی کہ ملالہ پاکستان کا سرمایہ ہے۔
N,اس کے برعکس سوشل میڈیا نے بھرپور تنقید اور مخالفت کر کہ یہ ثابت کیا کہ پاکستانی عوام کے دل میں ملالہ کے لیے کوئی ہمدردی باقی نہیں بچی ہے۔
Neu,سائنسی مواد اردو میں۔ ہاں یا نہیں۔ ایک دھندلا سا نقشہ۔
P,اردو زبان میں سائنسی مواد پر جب بات ہو تو دو اہم نکات اکثر سامنے آتے ہیں۔
P,ایک طرف کسی کا یہ کہنا ہوتا ہے کہ سائنسی مواد کی مقامی زبانوں میں موجودگی اسے عام فہم بنانے کے لیے انتہائی ضروری ہے۔
N, دوسری جانب کچھ لوگ یہ کہتے ہیں کہ جس سطح پر ہم ہیں، اس حالت میں لوگوں کو اردو میں سائنس پڑھانا انہیں محدود کرنے کے برابر ہے۔ 
N, کہ جس سطح پر پہنچ کر انہیں آگے کسی اور زبان کو اختیار کرنے کی ضرورت پڑی، وہاں سے ان کی مشکلات شروع جائیں گی اور آگے بڑھنا انتہائی مشکل ہو جائے گا۔ 
P, ان کے مطابق شروع سے دیگر زبانوں میں انہیں تربیت دینے سے وہ زیادہ بلند سطح پر موجود مواد، جو کہ صرف غیر زبان میں ہی دستیاب ہوگا، سے بہتر استفادہ کر سکیں گے۔ 
Neu,وزن دونوں ہی باتوں میں ہے۔
P,پہلا گروہ جب اپنی زبان میں تعلیم دینے والی ترقی یافتہ قوموں کی جانب اشارہ کرتا ہے۔
P,دوسرے گروہ والے اس حقیقت کی طرف توجہ دلاتے ہیں کہ وہ ممالک اس معاملے میں پہلے ہی سے کافی مستحکم بنیادیں رکھتے ہیں۔
N,تو کیا اس کا مطلب یہ ہوا کہ اردو میں سائنسی تدریس کی کوششوں کو ترک کر دیا جائے؟
Neu,میری رائے میں ایسا نہیں۔
Neu,موجودہ صورت حال بھی قابلِ قبول تو نہیں۔
P,تبدیلی لانے کے لیے کچھ نہ کچھ تو ہاتھ پیر چلانے ہی پڑیں گے۔
P, لیکن جو لوگ فوری طور پر اردو میں سائنس کی تدریس رائج کرنے کا مطالبہ کرتے ہیں، انہیں بھی اس دلیل کو مد نظر رکھنا ہوگا جس کا ذکر اوپر گزرا۔
Neu,تو پھر حل کیا ہے؟
P,یہ تو عام مشاہدہ ہے کہ پائیدار نوعیت کی بڑی تبدیلی ہمیشہ آہستہ آہستہ ہی آتی ہے۔
P,میرے خیال میں بہتر طریقہ یہ ہوگا کہ فی الحال رسمی سائنسی تدریس کو اسی طرح انگریزی میں چلنے دیا جائے لیکن ساتھ ساتھ اردو میں مواد کی دستیابی کی کوششیں بھی جاری رکھی جائیں۔
P,آج اگر میں کچھ بنیادی نوعیت کا مواد اردو میں دستیاب کر دیتا ہوں تو کل کو اگر کوئی اور آ کر اس پر کام کرنا چاہے گا تو آسانی سے اس کے اوپر تھوڑی اور عمارت کھڑی کر دے گا۔
P,اسی طرح پھر کوئی اور آ کر کچھ اور اینٹیں لگا دے گا۔
P, یوں ہوتے ہوتے، اگر اللہ نے چاہا تو، ایک دن ایسا آ ہی جائے گا کہ جب ہمارے پاس بنیادی سے لے کر اعلیٰ تعلیم تک کے لیے اردو میں مواد دستیاب ہو۔
P, بھلے ہی وہ وقت سو سال بعد آئے لیکن اگر چل پڑیں گے تو آہستہ آہستہ ہی سہی، سفر کٹ ضرور جائے گا۔
P,اور پھر اگلے مرحلے میں دیگر مقامی زبانوں میں یہ سب کام کرنا زیادہ آسان ہو جائے گا۔
P, اور تب ہم بھی، ان شاء اللہ، اس مقام پر پہنچ جائیں گے کہ جہاں پہنچ کر ہمارے لیے اپنی زبانوں میں سائنس کی تدریس کوئی مسئلہ ہی نہیں رہے گی۔
P,لیکن ایک بات کا خیال رہے! صرف مواد ہی دستیاب کرنا کافی نہیں ہوگا۔
P,خود تحقیق کی عادت بھی ڈالنی ہوگی۔
P,اس تبدیلی کو دیر پا بنانے کے لیے اس سب کے ساتھ ساتھ خود انحصاریت کی طرف بھی بڑھنا ہوگا۔
N,دوسروں کا جھوٹا استعمال کرنے کی عادت سے جان چھڑانی ہوگی۔
P,یعنی کہ بیک وقت دو جہتوں میں بڑھنا ہوگا۔
P,مواد کی دستیابی بھی اور تحقیق بھی۔
P,اس کے متوازی فی الوقت تو اپنا تدریسی نظام انگریزی میں چلانا پڑے گا۔
P,لیکن مجھے قوی امید ہے کہ یہ سفر قدم بہ قدم آگے بڑھتا رہا تو ایک دن ہم اس قابل ضرور ہو جائیں گے کہ انگریزی کی انحصاریت سے بہ آسانی جان چھڑا سکیں۔
Neu,ہم پر سرخ رنگ کے اثرات۔
P,سرخ شاید سب سے زیادہ متاثر کرنے والا رنگ ہے جو دفتر میں آپ کے کام سے لے کر ذاتی تعلقات تک کو متاثر کرتا ہے۔
Neu, ملکۂ برطانیہ کے تاج میں جڑے لال رنگ سے لے کر ایمسٹرڈم کے ریڈ لائٹ ایریا تک آج سرخ کے مختلف شیڈز کو اقتدار، جارحیت اور جنس کی علامت کے طور پر دیکھا جاتا ہے۔
P, رنگوں کی نفسیات‘ کے مطالعے سے پتہ چلا ہے کہ سرخ رنگ کا ہمارے موڈ، خیالات اور کام پر گہرا اثر ہوتا ہے۔
P,سرخ رنگ زیب تن کرنے سے آپ کی فیزیا لوجی یا حرکات و سکنات اور ہارمون کے توازن پر تو اثر ہوتا ہی ہے کھیل کے میدان میں کارکردگی پر بھی اس کا اثر دیکھا گیا ہے۔
Neu,بہت سے جانور مثلاً کتے سرخ اور سبز رنگوں میں تمیز نہیں کر پاتے۔
P,جب ہمارے آباء جنگل میں زندگی بسر کرنا سیکھ رہے تھے تب ان کی آنکھوں کے ریٹنا میں ایک خاص سیل تیار ہو رہا تھا جو شوخ سرخ پھل کو منتخب کرنے میں مدد کرتا تھا۔
P,رفتہ رفتہ غصے میں ناک کا سرخ ہونا طاقت و قوت کی علامت بن گیا۔
P,منڈرل بندر شاید اس کی بہترین مثال ہے کیونکہ جتنا صحت مند بندر ہوگا اتنا ہی شوخ اس کی ناک کا لال رنگ ہوگا۔
